Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-04-30,Project A,1983,https://boxd.it/9yFG1b,3.5,,"<b><a href=""https://boxd.it/q7TYk/detail"">Cult Movie Challenge 2017 | 32/52 | Jackie Chan</a></b>

<b>Old Hong Kong, 19th century</b>

At Victoria Police Court, the HK Marine Police has had a difficult time combating raiding pirates. The Police Force resents the amount of funding the Marine Police receive for how little they've accomplished—meanwhile, the Police Force's pay raises and other funding remain on hold. The Marine Police see their work as a suicide mission, drinking away their miseries at the bar. But one of them believes they may have a shot, a Sergeant named Dragon Ma. The pirates have already destroyed two of their five ships. As they head to the remaining ships, another two blow up.

Chiang and Chou Wing Ling, two gangsters, look to flee to Vietnam. Once Chou leaves, Chiang meets with two pirates, whom Chiang helped to sabotage the Marine Police ships. The pirates tell Chiang of their boss, San Pao, and his need for 100 police rifles. Chiang believes he can count on Captain Chi's assistance. Admiral Shih appeals to the British Admiral with a new plan to take out the pirates, called Project A. However, the admiral is uninterested, and Captain Chi forces the Marine Police to become street cops. Chi has a particular assignment for them—to undergo extensive training under Inspector Hong, the captain's nephew, so that they can become part of a special police force.

Their first operation is to arrest Chou. But things aren't as they appear, and Dragon Ma quits the police force. Is there corruption in the police force? If so, will Dragon Ma be able to do anything about it? Things look up when double agent Fei comes to assist. Or do they??

The movie's title is intentionally vague so that it wouldn't give away aspects of the film and inspire copycats, as had happened with Snake in the Eagle's Shadow and Drunken Master.

The plot is convoluted if you can't tell from my roundabout summary. I had to cut several details just to make it coherent. But that's not why you watch a Jackie Chan movie—you watch it for the stunts. Like most Golden Harvest comedies, the humor is silly, but the deft stuntwork helps offset the silliness. The cinematography is excellent during the fight scenes, capturing the marvel of the stuntwork while keeping the editing tight.

It's also fun to see Chan acting with fellow Seven Little Fortunes Sammo Hung and Yuen Biao. This film was the first of six movies that the three did together in the 80s as the ""Three Dragons."" Hung and Chan get the most screen time together, including a synchronized fight in which they both perform the same moves in tandem.

This film was Chan's first nomination for Best Actor and won Best Action Choreography at the HK Film Awards. At the same time, Jackie Chan's stunt team received a Best Action Choreography nomination for the Sammo Hung-directed Three Dragon flick, <i>Wheels on Meals</i>. Chan had attempted to break through in Hollywood with <i>The Cannonball Run</i> and <i>Battle Creek Brawl</i>, but neither did much for his career. Thank God, because his HK work was his peak.

Jackie Chan made the film before he became aware of Buster Keaton. Chan only learned about Keaton when Western critics kept comparing the two. Once Chan saw Keaton, he readily acknowledged and agreed with the comparisons. The stunt where Chan hangs from a clock hand is also reminiscent of Harold Lloyd in <i>Safety Last</i>, with one notable exception: it's painful to watch, especially knowing Chan injured his neck in the process.

This film may not be Chan's best, but it set the template for his blend of martial arts, action, and comedy, which would rocket him to stardom.","torrent, cmc, cmc2017, chopsocky",2025-04-29
2025-04-30,Eaten Alive: A Tasteful Revenge,1999,https://boxd.it/9yGqFr,,,1999 really was the best year for cinema,"youtube, cannibal, short",2025-04-29
2025-05-01,Vivre Sa Vie,1962,https://boxd.it/9z6Tkf,4,,"<b><a href=""https://boxd.it/q4PJa/detail"">Criterion Challenge 2022 | 42/52 | Starring Anna Karina</a></b>

<blockquote><i>Lend yourself to others, but give yourself to yourself.</i> — Montaigne</blockquote>

The film is split into 12 tableaux. The first tableau is titled ""A Café — Nana Wants to Give Up — Paul — The Pinball Machine."" Nana sits with her husband Paul at a café, where they discuss an affair Nana had. She tries her words several times to deliver them as perfect lines, annoying Paul, who finds Nana self-involved. But Nana finds Paul difficult to be with, feeling invisible and like she must demand him to see and love her. Nana wishes to be an actress, on stage but perhaps in the movies someday, but Paul finds the desire small-minded, even though he is a musician. Paul sees everyone as the same, but Anna wants to be special. Nana will leave Paul with their infant son to pursue her dream.

<blockquote><i>A bird is an animal with an inside and an outside. Take away the outside, and the inside is left. Take away the inside, and you see its soul.</i></blockquote>

Now, Nana works in a record shop but is behind on rent and struggling to make ends meet. She tries to borrow two thousand francs from Paul, her coworkers, or anyone else, but they all refuse. When she returns home, her landlady has kicked her out of the apartment. She tries to break in, but they hold her back. The next day, Paul asks her to dinner, but she goes to see The Passion of Joan of Arc with a man. The film brings Nana to tears.

<blockquote><i>— How can you still believe God sent you?
— God knows our path, but we understand it only at the end of the road.</i></blockquote>

After the movie, she leaves her date, annoyed that he paid for a movie ticket and didn't get anything out of it, to meet with another man who promised to take photos of her. She lies to the photographer about the date being her brother. He shows her a layout of images, which he claims is a package one puts together to send out to people in films. It will require her to undress, which she reluctantly agrees to.

The film follows Nana as she gives more and more of herself in the search to live her own life.

Nana resembles Louise Brooks in Pandora's Box, with her bobbed haircut and the direction her life takes. The film suggests in each scene that death is coming. At the record shop, we see the French title for ""The Lion Sleeps Tonight,"" ""le lion est mort ce soir,"" or ""The Lion Died Tonight."" When we watch The Passion of Joan of Arc, it is the scene where the priests come to prepare her for death and martyrdom.

The death may be spiritual, as the image of the bird losing its inside and outside only leaves a soul, and Nana has both taken from her in one way or another. Regardless, Goddard wants to destroy Nana, the same way that he wanted to ""destroy"" cinema. Godard is seeking a new reality in film—a ""more real"" reality. He used improvisation as the driving force of scenes and refused retakes, allowing whatever occurred to be the definitive version.

The cinematography is notably minimal, using methods of distancing to make the film more ""film-like."" The camera shoots dialogue with the characters' backs to the screen. The editing is almost haphazard, cutting before the scenes feel over. The intertitles tell us what will happen in each scene, cutting into scenes, giving it the feeling of collage or assemblage.

<blockquote><i>Modernity, in whatever age it appears, cannot exist without a shattering of belief and without discovery of the ""lack of reality"" of reality, together with the invention of other realities.</i> — Jean-François Lyotard, <i>The Postmodern Condition</i></blockquote>

In this way, the film also rejects a progressive storytelling flow. A scene happens, an intertitle tells us something else will happen, and it does. It all moves in one direction, but we don't get why or how. We arrive at moments, or more importantly, we see Nana make choices that, by design, we cannot understand. We can empathize with Nana, but if we want to humanize Nana, that is left as an exercise for the audience.

We can understand this: Nana does not know where she belongs in the world. And the world does not give her a perch to rest—only a way to obliteration.

<blockquote><i>Le bonheur n'est pas gai.</i></blockquote>","criterion channel, criterion, criterion challenge 2022, cc2022, edited by women, solidarity, 1001 movies, sight and sound",2025-04-30
2025-05-02,My Mom's a Werewolf,1989,https://boxd.it/9zv4Gz,3,,"<b><a href=""https://boxd.it/q7TYk/detail"">Cult Movie Challenge 2017 | 33/52 | Crown International</a></b>

Leslie struggles to carry the groceries, handle the dog, Marbo, and open the front door. She calls her daughter, Jennifer, to help, to no avail. She struggles to the back door, seeing Jennifer on the phone with her father and Leslie's husband, Howard. Jennifer puts Howard on speakerphone and lets Leslie in, who gives Howard a rundown of the night's vegetarian (again) dinner. Howard hears ""seaweed quiche"" and says he can't make dinner. He hangs up before Leslie can argue. Jennifer runs off, too, meeting Stacey at the horror and science fiction convention.

Another night alone with Marbo, Leslie plops on the couch to find something to watch. Leslie sees a news report about a dog attack, but the dog in the report looks like the mayor. The woman claims the mayor is a werewolf. Howard returns home, hiding a bag of food, and falls asleep on the couch to Leslie's plea for more excitement in their life.

The next day, Howard has the boys over to watch a ball game on TV, relegating Leslie to being a housemaid and beer fetcher. Frustrated, Leslie leaves to grab a flea collar at the pet store. The mysterious owner, Harry Thropen, gives her a handful of flea collars on the house. When she steps outside, a thief snatches her purse. Harry sees it happen, corners the thief, and returns Leslie's purse to her. As thanks, she buys him lunch. She finds herself drawn to him and his unusual eyes. Harry licks and kisses her, bringing her back to the pet store to have sex. He sucks on her toe, biting it and drawing blood. That breaks the spell, and Leslie storms out.

The family notices slight changes in Leslie. For one, she cooks steaks for dinner. She's also more voracious in the bedroom. And it looks like she may be sprouting fangs. I hate to say it, but it looks like Jennifer's mom is becoming a werewolf!

The movie operates in an unusual space. It is not innocent enough for a family movie—the phrase ""toe job"" comes up, among other sexual innuendos—but it is not violent or scary enough for most horror fans. That said, it's pretty silly, even funny at times. The movie has a scene similar to <i>The Santa Clause</i>'s beard-shaving scene but with leg hair.

Of course, my favorite character is Stacey, a kindred horror fanatic. I, too, feel like I have to drag folks to my horror events and movies. Susan Blakely is quite entertaining as Leslie. She has solid comedic timing and delivers some groan-worthy lines with enough pizzazz to make them work.

Folks will compare this movie to Michael Fischa's more successful and ridiculous horror movie, <i>Death Spa</i>. I appreciate that Fischa tried to diversify his directorial efforts. And I kind of like this movie! It doesn't do anything groundbreaking, but I had a fun time! Throw a Halloween party into your film, and I will have a hard time hating it.","cmc, cmc2017, coming-of-age, edited by women, werewolves",2025-05-01
2025-05-02,The Revenge of Dr. X,1967,https://boxd.it/9zF3Ex,1.5,,"I stopped watching the Rifftrax for <i>Fist of Fury </i> because the barrage of racist jokes annoyed me. I thought I was safe here, but Dr. Bragan travels to Japan, and, sure enough, the gross riffs start flying. The movie itself has its fair share of Orientalism. It's not a good movie, I'm sorry to say!

* If you're a fan of odd, inappropriate music choices, this movie has to top your list.
* You know, I wouldn't know what is happening without the <i>Fiddler on the Roof</i> incidental music.
* It's not in most executive assistants' job descriptions to swim down to the ocean floor and help their boss cut a giant tube creature so he can graft it onto a Venus flytrap.
* Noriko likes to plan ahead for all acts against God.
* I wonder… is there Voldemort/Elmer Fudd slashfic?
* Every time I try to steal blood, something bad happens!
* Meanwhile, someone slowly empties a bag of marbles onto a snare drum.
* Somewhere, lava exists!","nebula, rifftrax, scifiploitation, nature attacks",2025-05-01
2025-05-02,The Baggs,1973,https://boxd.it/9zKLHF,,,"* The Baggs: Bilbo and Frodo are back in their funky, in-your-face reboot!
* Yay! Abominations against nature!
* Video games don't exist yet—might as well follow some garbage cans around town.","nebula, rifftrax, short",2025-05-01
2025-05-03,Crazeologie,1954,https://boxd.it/9A8wpf,,,<blockquote><i>An Attempt at the Cinematographic Depiction of the Absurd in Theater and Literature</i></blockquote>,"criterion channel, short",2025-05-02
2025-05-03,Elevator to the Gallows,1958,https://boxd.it/9Aefyh,4.5,,"<b><a href=""https://boxd.it/q4PJa/detail"">Criterion Challenge 2022 | 43/52 | Starring Jeanne Moreau</a></b>

Florence Carala confesses her love for Julien Tavernier over the phone, and Julien his love for her. Julien sits in his office at Carala Corp. They arrange to meet at their usual spot, the Royal Cameo, once Julien finishes the job. They hang up, and Julien calls for Geneviève to watch things while he takes care of something in his office. Julien returns to his office, donning gloves, a revolver, and a rope attached to a hook. Opening the window, he steps out onto the balcony that lines the outside of the building. He throws the hook up, catching on the railing one floor up. Down a few windows, Julien opens one into a reception area outside Mr. Carala's office. Mr. Carala calls him in. Julien puts a gun to his head. Mr. Carala recognizes the gun as his own.

A cutaway, then Julien slips the gun into Mr. Carala's hand to make it look like a suicide. He locks the inside doors, using his knife to hold open the latch as he exits the last one. Julien's phone rings, and he rushes down the rope to get to his phone to answer. Maurice, the security guard, and Geneviève leave the office with Julien. Outside, Julien gets into his convertible. Véronique, the florist across the way, says hello to him. Véronique's boyfriend, Louis, checks himself out in the shop window. Julien starts the car, looks up, and sees his rope hanging from the balcony rail—in his rush to get to the phone, he left it behind.

Julien rushes over to the elevator to go up. While it ascends, Maurice shuts off the power to leave for the weekend, trapping Julien between floors. Maurice also closes the gates to the building behind him. Louis notices the convertible is still running. He jumps in and starts to drive off. Upset, Véronique runs after him and jumps in. Trying to turn off the windshield wipers, Louis pops the cover instead. So, when the car drives by the Royal Cameo, Florence sees Véronique and assumes Julien is in the driver's seat. Florence can only assume that Julien didn't go through with the plan.

The film follows these threads as Julien tries to escape, Florence wanders the streets searching for him, and Louis and Véronique wreak havoc.

As others have said, the film is most magical when Jeanne Moreau wanders the streets at night, the Miles Davis score pulling us into her somber disconcertion. This film is the first in which she didn't wear the full makeup regalia that other directors asked of her. That, along with the natural lighting of the night shots, gives the film an anti-romance to its unadorned naturalism.

The film's crime story leads folks to consider it noir, but in some ways, it functions contrary to many noir tropes. Most notably, Florence isn't quite the femme fatale—no double cross in mind, and nothing won in the murder. Similarly, perhaps more convincingly, the film is lumped in with the French New Wave. Louis and Véronique are a sort of proto Michel and Patricia from <i>Breathless</i>—Louis, a car thief with a record, drags Véronique, aware but coerced, into his life, but doesn't share her resolve.

That said, Miles Davis's score gives this film its place in history. Through his improvisations for the soundtrack, Davis developed his modal jazz style, which he would fully employ the following year on <i>Kind of Blue</i>.

Still, the script is whip-smart, building tension in tiny measures, crafting a thread that doesn't give way until the final minutes.","criterion channel, criterion, criterion challenge 2022, cc2022, film noir",2025-05-02
2025-05-03,Miami Connection,1987,https://boxd.it/9AnOop,2.5,Yes,"Thank you, Y.K. Kim and Dragon Sound. ""Friends"" will never leave my head.

* 80s guys wait patiently for the 80s to begin.
* Notes of oak, sage, plastic bag, switchblade, very nice!
* And now, motorcycle cocaine ninjas take communion.
* Friendship gets me hot!
* Pack it in, people! Pre-natal yoga has this space in 10 minutes.
* They left a note on our car. We're obligated to fight them to the death.
* Hush now, it's ninja nap time.
* Jim's new suit did not bring the eternal joy they'd hoped for.
* — Boss, everybody's dead. — That's exactly what I had to report on my first night working at the cemetery.
","nebula, rifftrax, rifftrax live, ninjasploitation",2025-05-02
2025-05-04,Coffy,1973,https://boxd.it/9B9oTR,4,,"<b><a href=""https://boxd.it/q7TYk/detail"">Cult Movie Challenge 2017 | 34/52 | American International Pictures</a></b>

<blockquote><i>When was the last time I laughed?</i></blockquote>

Grover walks through a happening club to his boss, Sugarman. Grover brought Sugarman a strung-out chick who would do anything to get a fix, and she was waiting in Sugarman's car. Grover drives them back to his place while Sugarman gets in with the girl. Back at Grover's place, Grover preps some heroin. Sugarman turns off the lights, and the girl pulls a sawed-off shotgun out of her bag. She shoots Sugarman in the face and takes a prepped needle off him. She corners Grover in the bathroom and introduces herself: her name is Coffy, and her sister is LuBelle, an 11-year-old Grover got hooked on smack. So, Coffy adds on top of what Grover's already injected in himself, causing him to OD.

Coffy returns to her job as a nurse at the emergency room, shaken up but determined. But her shakiness is too much, and the doctor sends her out. Officer McHenry and his new partner, Officer Carter Brown, show up at the hospital to follow up on the OD that came in that night. Carter sees Coffy, with whom he had a fling when they were both kids. He still wants to date her, but Coffy's dating Howard Brunswick, a city councilman. Carter tells Coffy about the bizarre case they're on: a junkie shot his hookup and then OD'd. But Carter thinks it's other drug dealers trying to encroach on the area.

Coffy brings Carter with her the next day to a juvenile rehabilitation center to see LuBelle. He drops her off at home, where a car waits to take her to a nightclub, where Howard meets with Captain Reuben Ramos, the deputy commissioner. Howard announces his plan to run for Congress, so he and Coffy return to his place to celebrate. Later, Coffy gets off her shift at the hospital. Carter finds her distraught and brings her to his place for coffee. An officer calls Carter to get him in with a drug kingpin named Vitroni, but Carter refuses and threatens to turn him in. The cop sends a couple of cronies to beat up Carter and incapacitate Coffy.

With Carter, the one good cop she knows, in the hospital and irrevocably crippled, Coffy finds her resolve renewed to find the bastards responsible and take them down.

<blockquote><i>I'm gonna piss on your grave tomorrow.</i></blockquote>

Like all vigilante movies I've seen, the film questions the efficacy of the police in handling these drug cases. Coffy and Carter want justice, but what that looks like for each differs. Coffy would kill a drug dealer to get them off the street, but Carter sees the chain, and a dealer is just one link in it. Coffy suspects the cops are getting some action from these drug deals. Carter doesn't deny that—an officer tries to get Carter in on it, but Carter threatens to turn the cop in for it.

Like heroin on the body, Coffy's revenge murders haunt her mind. She believes she did the right thing, but the images won't leave her head. But what also haunts her are images of LuBelle.

Roy Ayers's score is perfect. His blend of jazz and funk is the perfect tone for a film focusing on a morally ambiguous vigilante. It isn't pervasive, as the film takes a more subdued and realistic approach (at least, initially—once the plot kicks in, stuff gets more outrageous).

The film came out a couple of years after Nixon kicked off his never-ending war on drugs—a total failure of a political measure that nevertheless continues to infringe on personal liberties while increasing funding for law enforcement and prisons. Notably, the film takes the less popular anti-drug stance, which may have contributed to its poor performance. But it does so by looking at the white power structure that reinforces class and race divide by punishing the people of color caught in the middle.

Jack Hill scrapped the planned sequel because of the film's middling reception and made <i>Foxy Brown</i> instead. This film may not have been the break for Pam Grier that Hill anticipated, but with it and <i>Foxy Brown</i>, Grier became a household name—the first woman action star and the face of blaxploitation for the rest of the 1970s.","tubi, cmc, cmc2017, blaxploitation, vigilante",2025-05-03
2025-05-05,Play in the Snow,1945,https://boxd.it/9BpYVh,,,"Mary Jo Pehl and Bridgett Jones Nelson riffing

* Believe me when I say this is really, really fun.
* Here's a hat! This will keep the government from hearing his thoughts.
","nebula, rifftrax, short",2025-05-04
2025-05-05,Jack the Giant Killer,1962,https://boxd.it/9BK2AH,3,,"After turning down <i>The 7th Voyage of Sinbad</i>, Edward Small saw an opportunity to rip it off with the same director and primary cast, but alas, could not nail down Ray Harryhausen. Instead, they got Jim Danforth, who did the <i>Gumby</i> shorts. The result is surprisingly decent! I love the hand-drawn animation effects, especially at the end.

* Sleep to the sounds of the peasants gently starving to death.
* He comes with his own pants!
* No, my beautiful portcullis!
* We have failed, but only for a moment! My glass is half full!
* Peter, up here! You can bravely hide with us!
* Do whatever my gesture just implied!
* Which one is Gamera?
* You're going to love living in a flour mill with my elderly mother.
","nebula, rifftrax, sword & sorcery",2025-05-04
2025-05-06,Mother,2009,https://boxd.it/9CpO89,3.5,,"<b><a href=""https://boxd.it/BQGCY/detail"">Oh My Horror 2025 | 19/52 | Mommy Horror</a></b>

A woman, whom we only know as Mother, works in a medicinal herbs shop, chopping up some supplies. Across the road is her 27-year-old son, Yoon Do-joon, who has an intellectual disability and lives with her. Do-joon playfully gets a dog to wave at her and Do-joon's friend, Jin-Tae. He pulls the dog out onto the road to make it dance. A Mercedes-Benz knocks Do-joon over, sending Mother running after him. Do-joon runs off with Jin-tae to catch a taxi and find Benz. They see the Benz in a country club parking lot. Jin-tae kicks the mirror off, and the two enter the golf course. Do-joon gets distracted and picks up golf balls out of the lake, thinking he can give them to a girl as a gift. Jin-tae makes fun of Do-joon, saying Do-joon has never slept with a woman. Do-joon assures Jin-tae that he has: he has slept with his mother.

Finally, the Benz drivers pass, and the two attack them, throwing their clubs into the lake. At the police station, the cop says the attack and the hit-and-run cancel each other out. Regarding the car damage, Jin-tae blames Do-joon, and Do-joon assumes he must be correct. While all this happens, Do-joon writes his name in Sharpie on several golf balls. The Benz driver files a suit against Do-joon and calls Do-joon the R-word, sending Do-joon into a frenzy. Another cop calms him down as his mother comes in to pick him up. The suit puts a strain on his mother. When Do-joon suggests Jin-tae can lend them the money, his mother is annoyed, telling Do-joon to stay away from him. Do-joon leaves to meet up with Jin-tae, fixated on the idea of sleeping with a woman.

At the bar, a drunk Do-joon waits for Jin-tae to arrive, poorly flirting with a woman who is also waiting for Jin-tae. Meanwhile, Jin-tae returns to the golf course to pull a golf club out of the lake. The bar closes, kicking Do-joon out, but not before he hits on the owner's daughter, Mi-na. While walking home, he sees a high school girl named Moon Ah-jung walking alone. Do-joon drunkenly calls out to her about sleeping with him. Ah-jung ducks into an abandoned building to evade Do-joon. Do-joon gets the hint and goes home, where he climbs into bed with his mother. The next morning, the police discover Ah-jung dead on the rooftop of the abandoned building. The police don't find much at the crime scene except for a golf ball on which Do-joon wrote his name.

After the police pick up Do-joon (and immediately get into a car accident, drawing the small town's attention to the fact that Do-joon is in the back of a police car), the mother looks for a way to prove Do-joon's innocence.

The film is spiritually similar to <i>Memories of Murder</i>. The inciting incident is similar to a lead that Detective Park follows in that movie that ultimately leads nowhere. Also, like that movie, this one aims for a blend of comedy and darkness. I don't think this one is as successful at that, but it has moments. Its biggest mistake is leaning too hard into making Do-joon the butt of so many jokes.

Kim Hye-ja has moments when she's excellent and moments when she seems to be going for comedy. I can't blame her—the material seems confused about when it wants to hit certain tones. Still, she's the heart that holds this movie together—whenever I felt the movie slipping from me, she brought me back.

The score has slight Hitchcock nods, including a motif that sounds like the central theme from <i>Vertigo</i>. It's subtle enough that I appreciate the nod.

The cinematography always seeks clever angles or aesthetic compositions, even when they don't serve the moment. It was annoying at first, but I got over it.

The mystery is pretty compelling, although it takes over half the movie to get to it and regularly cuts itself off, slackening any tension it builds. Still, it finds its way, and the third act is one of Bong Joon Ho's best.
","tubi, oh my horror, omh, omh2025, written by women",2025-05-05
2025-05-07,It's a Cat's Life,1950,https://boxd.it/9CX23j,,,"Mary Jo Pehl and Bridgett Jones Nelson riffing

* I didn't think they could show pregnant cats on TV in those days.
* Small kittens must not be handled, as seen here.
* Fluffy hears them crying but stays for one more drink.
","nebula, rifftrax, short",2025-05-06
2025-05-10,A Brighter Summer Day,1991,https://boxd.it/9Em1aR,5,,"<b><a href=""https://boxd.it/q4PJa/detail"">Criterion Challenge 2022 | 44/52 | Paul Dano's Closet Picks</a></b>

<blockquote><i>Are you lonesome tonight? Do you miss me tonight? Are you sorry we drifted apart? Does your memory stray to a brighter summer day when I kissed you and called you sweetheart?</i> — Elvis Presley, ""Are You Lonesome Tonight?""</blockquote>

<b>Summer of the 48th year of the Republic of China (ROC) (1959)</b>
Xiao Si'r's father speaks to the principal regarding his son's failing test score, believing it to be a mistake. The school promises to revisit the score but assures him that Jianguo High's night school program isn't bad. His father, however, knows the school's reputation and worries that any prolonged time there will turn Si'r ""bad."" The radio lists students qualified to attend National Chengchi University at breakfast the following morning.

<b>Ninth month of the 49th year of the ROC (September 1960)</b>
Si'r's become a real troublemaker. He and his best friend, Cat, sneak off to the film set next door, watching from the rafters. When they spot an actress changing clothes, Cat drops his book, and the two run for it, but not before stealing a flashlight. After night school, Si'r tags along with the Little Park Boys, a local gang that Cat is in, but not him. Members of the 217s cornered Sly, the Little Park Boys' interim leader, at the grade school. Si'r wanders around the school and sees a girl run out of one of the classrooms, although Sly claims to be alone.

Things grow tense for Si'r as Sly hears Si'r spread rumors about the girl he saw. At home, he grows ever distant from his family as gang affairs take over. Meanwhile, his family deals with social pressures to assimilate and settle down, not unlike the gang mentality that has affected the children—tempting because doing so may provide the family the connections they need to get Si'r back in day school. As they ride home on the bus, tanks pass them by. After Ming experiences an injury at school and Si'r receives a vaccination, the nurse tasks Si'r with walking Ming to class, and the two become friends.

The film follows Si'r as gang violence increases and his family experiences difficulties that shake their foundations.

<blockquote><i>You're so honorable. It'll get you into trouble.</i></blockquote>

The film's Mandarin title and English title reveal the two facets of the movie. The Mandarin title, which translates to ""Youth Homicide Incident On Guiling Street,"" describes a moment in the film. The event comes from Yang's childhood—the movie builds around it but is not ""about"" it. The English title gives way to the more transcendental themes of the film. This title comes from the Elvis Presley rendition of ""Are You Lonesome Tonight?"" which Si'r's sister helps translate for Cat, a huge Elvis Presley fan. The title reflects the loneliness and longing of childhood, when one can't wait for the freedom of adulthood, but also of Taiwan post-civil war, when their connection to China was severed and remains so.

<blockquote><i>Do you know how lonely life can be? You know what it feels like in the depths of despair?</i></blockquote>

Music plays a key role in the movie. We hear characters singing and listening to music. Cat performs with a band at the diner. We hear some songs repeated but in entirely different contexts, drawing out nuances in the song while also reflecting the universality of music. It doesn't matter which gang you're a part of, how old you are, or where you are—a song can touch you.

Like Yang's other movies, the shots are often beautiful, static compositions that let the story unfold in long takes or simple cuts. The film uses juxtaposition in powerful ways, building space and allowing us into the characters' heads. Specific settings have repeated compositions to reinforce their familiarity with the routine. This approach is perfect for the astute attention to period costumes, settings, and landmarks.

The film studio is a recurring setting, reflecting Taiwan's then-budding film industry and Yang's love of movies from a young age. It also suggests how movies play into the kids' notions of being an adult—westerns and gangster flicks. Not that movies are the only ones to blame—the father's anger becomes the son's anger.

The film offers a rich portrait of Taiwan in the 1960s. Si'r's family came to Taiwan from Shanghai at the end of the Chinese Civil War in 1949. His family and those like it lived tenuous lives, unsure of their future. Without a strong sense of cultural identity or security, the children formed street gangs so they would feel like they belonged to something. They could join the military, but they see that as an inevitable death—something also likely in their gang relationships, which they either ignore or repress.

S'ir's father came from the country. It wasn't until he moved to Shanghai and met Wang that he learned the ways of the world. Si'r has a similar naivete and can stand up for what he believes is right. But the world punishes both of them for refusing to assimilate in the ways that others around them do. At school, a kid cheats off of Si'r's paper. Si'r refuses to help him, and the school punishes both. When Si'r tries to speak up for himself, the school punishes him further. When Si'r's father comes to Si'r's defense, the school gives every excuse why Si'r deserves the treatment he receives.

<blockquote><i>— A person who will apologize for wrongs he didn't commit is capable of all sorts of terrible things.
— But that kind of thing seems to happen so often.
— Exactly. The purpose of education is to search for the truth of life to believe in. If you can't be brave enough to believe in it, then what's the purpose of life? […] You must believe your future is determined by your own hard work.</i></blockquote>

Their relationship feels so rich, in part, because Chang Kuo-Chu, who plays the father, is Chang Chen's real-life father. Chang Kuo-Chu introduced Chen to Edward Yang, and Chen got the part.

The film explores Taiwan's relationship with the USA through Wang, a colleague of Si'r's father, who regularly travels to the USA and espouses their politics. He jokes that if he could develop an atomic bomb, he'd use it to take out the Chinese Communists. I don't want to give away how that relationship plays out, but that direction and Wang's relationship with the USA are connected. Though one could make artificial comparisons between Taiwan and the USA regarding its colonist history, their current geopolitical status, and worldwide diaspora tell a more complicated story. That said, director Edward Yang explored the influence of the USA on Taiwan in many of his movies. <i>Taipei Story</i> is the most overt (that I've seen) in its exploration of cultural osmosis and identity loss in the face of modernity and globalization.

The film has a deliberate pace, letting the story and characters unfold organically. This choice makes summarizing the film challenging, as a four-hour movie cannot be about just one thing. But it never feels like the movie is spinning its wheels or experimenting to the detriment of the audience's experience. It allows us plenty of room to contemplate the meaning of each scene—especially helpful when characters and relationships remain unexplained. 

I loved the relationships, the writing, everything. Yang drew on his childhood for so many details—the film almost overflows with them in each scene, never asserting them. So many moments had me in tears, positive and negative. Yes, it will require patience to finish, but the experience is one of the most rewarding I've had while watching a movie.

<blockquote><i>We have all the time in the world.</i></blockquote>","criterion channel, criterion, criterion challenge 2022, cc2022, coming-of-age, slow cinema, 1001 movies, sight and sound, village voice, taiwanese new wave, golden horse",2025-05-09
2025-05-10,The Old Guard,2020,https://boxd.it/9Etgxl,2.5,,"Dude looks like David Duchovny got plastic surgery to look more like Doug Funny.

I'm happy the lesbians get a dark, gritty Xena-coded superhero movie at Netflix's budget. I love seeing a dead CEO.

But oh boy, this is the most pro-military movie I've seen.","netflix, anna, directed by women, edited by women, queer",2025-05-09
2025-05-10,Gentlemen Prefer Blondes,1953,https://boxd.it/9EuvvL,4,,"Howard Hawks directed Marylin Monroe's iconic performance to fulfill a contractual obligation to Fox. To be fair, Jack Cole directed the musical numbers.

* — ""He got me jewelry. I saw a bulge in his pocket!"" — ""It could be gumdrops."" Yes, and indeed, not a third thing.
* She calls her boyfriend ""Daddy.""
* ""Those girls couldn't drown."" Wait, why not??
* It's a rare all-women quartet! It's such a satisfying sound.
* ""I want you to find happiness and stop having fun.""
* Woah, nude-colored gym shorts.
* ""The whole team?!""
* Jane Russell is begging for group sex!
* The accident where the Olympian drags her into the water is so perfect.
* ""You did say diamonds. I can tell.""
* Marylin Monroe, seeing the diamond mine guy, is Grimes meeting Elon Musk.
* In every scene, Marylin Monroe is in a different dress, and they're all so good.
* Marylin is an evil bimbo! 😈 
* He's got a good 15-16 seconds of audio on the reel.
* ""Diamonds Are a Girl's Best Friend"" — just so iconic, it feels so special to see it in context!
* They all kill themselves!
* So much human furniture!
* ""Oh, judge, I never swear.""
* Jane Russell impersonating Marylin Monroe is so fun!
* ""Sonny! Run along. I want to be alone with your father.""
* A ""Diamonds"" reprise at the wedding!","anna, written by women, hollywood funnywomen, 1001 movies, amazon prime, rental",2025-04-09
2025-05-11,The Baby Sitter,1949,https://boxd.it/9EOJW7,,,"Bridget Nelson & Mary Jo Pehl riffing

* He has his abacus, which should keep him occupied all night.
* See you later, Mary, when I freak you out by trying to breastfeed. Goo goo ga ga.
* Just help yourself to ice cubes and breast milk.
* Wait, you don't just go home when they're in bed?
","nebula, rifftrax, short",2025-05-10
